DOC_CD,DOC_DEPT_CD,DOC_ID,DOC_VERS_NO,DOC_DSCR,CONTRACT_SYNOPSIS,CONTRACT_CONTACT_NM,CONTRACT_CONTACT_VOICE_PH_NO,CONTRACT_CONTACT_EMAIL_AD,MA_PRCH_LMT_AM,MA_ITD_ORD_AM,MA_DO_RFED_AM,EFBGN_DT,EFEND_DT,GNRC_PO_RPT_1,RPT_DSCR,BRD_AWD_DT,BRD_AWD_NO,CAT_DSCR,DOC_VEND_LN_NO,VEND_CUST_CD,LGL_NM,ALIAS_NM,SO_DOC_CD,SO_DOC_DEPT_CD,SO_DOC_ID,TODAY,ROW_KEY
MA,2400,GA210000008,7,ATC CABINETS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,7149500,2803187,1785347,10/30/2020,10/29/2024,10,Competitive Acquisition,10/31/0020,23,Commodities (Goods),1,MCC7128360,"SWARCO MCCAIN, INC.",N/A,IFB,2400,BJT1016,12/09/2024,MA2400GA2100000087MCC7128360
CT,6100,23032800315,3,BURNET ROAD CORRIDOR - AE KRAMER SITE DRAINAGE,,Contract and Land Management Department,unknown,unknown,12088426.75,12088426.75,548461.6,04/11/2023,,10,Competitive Acquisition,03/25/0023,32,Construction,1,SMI8307578,M.A. SMITH CONTRACTING CO INC,SMITH CONTRACTING CO INC,IFB,6100,CLMC936,12/09/2024,CT6100230328003153SMI8307578
CT,6100,23061200480,1,PED. SAFETY & TRANSIT CONNECTIONS- CAMPO-PHB REBID,,Contract and Land Management Department,unknown,unknown,929029.5,929029.5,0,06/13/2023,,10,Competitive Acquisition,06/03/0023,21,Construction,1,VS0000030988,EAR TELECOMMUNICATIONS LLC,EARTC,IFB,6100,CLMC810A,12/09/2024,CT6100230612004801VS0000030988
CT,6100,23061600495,1,HORNSBY BEND BIOSOLIDS MANAGEMENT PLANT ROADWAY IMPROVEMENTS,,Contract and Land Management Department,unknown,unknown,2362877,2362877,188719.23,06/28/2023,,10,Competitive Acquisition,06/03/0023,20,Construction,1,VS0000037703,"JERDON ENTERPRISE, LP",N/A,IFB,6100,CLMC972,12/09/2024,CT6100230616004951VS0000037703
CT,6100,23070700550,1,MOTHERAL DRIVE SITE IMPROVEMENTS,,Contract and Land Management Department,unknown,unknown,823447,823447,101569.29,07/31/2023,,10,Competitive Acquisition,,50,Construction,1,V00000915343,MAJESTIC SERVICES INC,N/A,IFB,6100,CLMC983,12/09/2024,CT6100230707005501V00000915343
MA,2400,GA190000077,12,VEHICLE PERMITS AND DECALS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,101530,24356.9,24356.9,09/10/2019,09/09/2024,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,VS0000009676,PLASTICARDS INC.,RAINBOW PRINTING,IFB,2400,DTB1004REBID,12/09/2024,MA2400GA19000007712VS0000009676
CT,6100,23073100584,2,GEORGE WASHINGTON CARVER MUSEUM - THEATER AND ACCESS IMPVMTS,,Contract and Land Management Department,unknown,unknown,3040931.3,3040931.3,163899.52,07/31/2023,,10,Competitive Acquisition,07/22/0023,45,Construction,1,SOU7167450,RS ELLIS INC,SOUTHWEST CORPORATION,IFB,6100,CLMC979,12/09/2024,CT6100230731005842SOU7167450
CT,6100,23080300599,2,SOUTH TARRYTOWN WATER & WASTEWATER PIPELINE RENEWAL,,Contract and Land Management Department,unknown,unknown,9072300,9072300,0,08/10/2023,,10,Competitive Acquisition,07/22/0023,51,Construction,1,FAC8317993,FACILITIES REHABILITATION INC,N/A,IFB,6100,CLMC976,12/09/2024,CT6100230803005992FAC8317993
CT,6100,23090100693,1,WALLER CREEK - INLET FACILITY WET WELL MECHANICAL SCREENING,,Contract and Land Management Department,unknown,unknown,2650000,2650000,0,09/01/2023,,10,Competitive Acquisition,09/02/0023,28,Commodities (Goods),1,MAT8308109,"MATOUS CONSTRUCTION II, LTD","MATOUS CONSTRUCTION, LTD OR MATOUS CONSTRUCTION",IFB,6100,CLMC974,12/09/2024,CT6100230901006931MAT8308109
CT,6100,23092100764,1,WALNUT CREEK WWTP EFFLUENT SAMPLE PUMP MODIFICATIONS REBID,,Contract and Land Management Department,unknown,unknown,1767194,1767194,0,10/12/2023,,10,Competitive Acquisition,09/23/0023,41,Construction,1,V00000956852,"PGC GENERAL CONTRACTORS, LLC",PEABODY GENERAL CONTRACTORS,IFB,6100,CLMC975A,12/09/2024,CT6100230921007641V00000956852
MA,6100,PA230000057,1,2023 SUBSURFACE UTILITY ENGINEERING (SUE) SERVICES RL,,Capital Contracting Office,unknown,unknown,4800000,0,0,02/28/2023,02/28/2027,10,Competitive Acquisition,11/17/0022,33,Professional Services,3,V00000908152,"THE RIOS GROUP, INC.",N/A,RFQS,6100,CLMP316,12/09/2024,MA6100PA2300000571V00000908152
MA,6100,CA220000004,2,2021-2025 BRIDGE MAINTENANCE IDIQ REBID,,Capital Contracting Office,unknown,unknown,1700000,1347087.76,661260.34,02/14/2023,02/14/2024,10,Competitive Acquisition,02/05/0022,15,Construction,1,RES8318028,RESTEK INC,N/A,IFB,6100,CLMC871A,12/09/2024,MA6100CA2200000042RES8318028
CT,6100,23092200767,1,STARLINE DRIVE AND LAWNDALE DRIVE PRESSURE ZONE CONVERSION,,Contract and Land Management Department,unknown,unknown,1450995,1450995,0,09/25/2023,,10,Competitive Acquisition,09/23/0023,40,Construction,1,FAC8317993,FACILITIES REHABILITATION INC,N/A,IFB,6100,CLMC990,12/09/2024,CT6100230922007671FAC8317993
CT,6100,23102400031,1,OLTORF STREET RECLAIMED WATER MAIN PHASE 2,,Contract and Land Management Department,unknown,unknown,10401106.15,10401106.15,0,11/02/2023,,10,Competitive Acquisition,10/21/0023,19,Construction,1,CAS7125840,CASH CONSTRUCTION CO INC,N/A,IFB,6100,CLMC986,12/09/2024,CT6100231024000311CAS7125840
CT,6100,23110600054,1,TERI RD AND PLEASANT VALLEY RD ROUNDABOUT,,Contract and Land Management Department,unknown,unknown,1799693.5,1799693.5,0,11/13/2023,,10,Competitive Acquisition,10/07/0023,17,Construction,1,MUN7143465,MUNIZ CONCRETE & CONTRACTING INC,N/A,IFB,6100,CLMC997,12/09/2024,CT6100231106000541MUN7143465
MA,6100,CA220000012,3,LOCAL MOBILITY ADA SIDEWALK & RAMP IMPS GRP 28 IDIQ CITY WID,,Capital Contracting Office,unknown,unknown,15000000,14896590.56,9924941.3,06/28/2022,09/03/2024,10,Competitive Acquisition,06/29/0022,26,Construction,1,MUN7143465,MUNIZ CONCRETE & CONTRACTING INC,N/A,IFB,6100,CLMC914,12/09/2024,MA6100CA2200000123MUN7143465
MA,6100,SA210000020,4,COLONY PARK AND GIVENS DISTRICT PARK AQUATIC FACILITIES CMR,,Capital Contracting Office,unknown,unknown,20289712,20289712,4122902.2,06/28/2021,11/23/2024,15,Alt Proc Method (252),11/22/0020,8,Other Contracting,1,VC0000103145,FLINTCO LLC,N/A,RFQS,6100,CLMA032,12/09/2024,MA6100SA2100000204VC0000103145
CT,6100,23110700055,1,AUSTIN ENERGY-SCC ROOF REPLACEMENT,,Contract and Land Management Department,unknown,unknown,1945000,1945000,0,11/07/2023,,10,Competitive Acquisition,11/04/0023,9,Construction,1,POR7067505,PORT ENTERPRISES LTD,N/A,IFB,6100,CLMC1007,12/09/2024,CT6100231107000551POR7067505
CT,6100,23110900064,1,"STREET LIGHTING CONSTRUCTION:  SLAUGHTER LANE, HOWARD LANE",,Contract and Land Management Department,unknown,unknown,3136056.5,3136056.5,0,11/21/2023,,10,Competitive Acquisition,11/11/0023,8,Construction,1,DEN8303211,DENUCCI CONSTRUCTORS L L C,N/A,IFB,6100,CLMC992,12/09/2024,CT6100231109000641DEN8303211
CT,6200,23061400484,2,"URBAN TRAILS/FABRICATE, ASSEMBLE & INSTALL WAYFINDING SIGNS",,Central Purchasing Office Receptionist,5129742500,purchinfo@austintexas.gov,15932,15932,0,06/14/2023,,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,V00000918979,ACCURATE PAVEMENT STRIPING LLC,N/A,IFB,6200,MZJ1007,12/09/2024,CT6200230614004842V00000918979
CT,7800,23050200394,1,COMPENSATION AND CLASSIFICATION CONSULTING SERVICES,,Central Purchasing Office Receptionist,5129742500,purchinfo@austintexas.gov,45820,45820,21180,06/21/2023,,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000985487,"CESO HR, LLC",N/A,RFP,7800,CTE3016,12/09/2024,CT7800230502003941V00000985487
CT,9000,23070700552,1,"HIGH SECURITY STORAGE CAGES FOR EVIDENCE, W/ INSTALLATION",,Central Purchasing Office Receptionist,5129742500,purchinfo@austintexas.gov,86336,86336,0,09/22/2023,,10,Competitive Acquisition,09/23/0023,23,Commodities (Goods),1,SOU7116385,SOUTHWEST SOLUTIONS GROUP INC,N/A,IFB,9000,RGW1014,12/09/2024,CT9000230707005521SOU7116385
CT,9000,23091300751,1,GAS CHROMATOGRAPHS FOR APD FORENSICS,,Central Purchasing Office Receptionist,5129742500,purchinfo@austintexas.gov,114683,114683,0,09/15/2023,,10,Competitive Acquisition,09/16/0023,42,Commodities (Goods),1,SHI7011100,SHIMADZU SCIENTIFIC INSTRUMENTS INC,N/A,IFB,9000,EAB1000,12/09/2024,CT9000230913007511SHI7011100
MA,1100,GA130000072,7,ANNUAL AGREEMENT FOR VERSA TECH RECLOSER,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,721500,212750,212750,04/29/2013,04/28/2019,10,Competitive Acquisition,04/27/0013,42,Commodities (Goods),1,TEC4570250,TECHLINE INC,N/A,IFB,1100,GGU0114,12/09/2024,MA1100GA1300000727TEC4570250
MA,1100,GA180000043,2,STATION POST INSULATORS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,88000,48000,0,04/24/2018,04/23/2019,10,Competitive Acquisition,04/14/0018,17,Commodities (Goods),1,PRI3766500,PRIESTER-MELL & NICHOLSON INC.,N/A,IFB,1100,DNJ0146,12/09/2024,MA1100GA1800000432PRI3766500
MA,1100,NA180000069,2,ETRM SOFTWARE SOLICITATION CONSULTANT,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,59000,35375,35375,01/24/2018,03/31/2019,10,Competitive Acquisition,01/25/0018,ADMIN,Non-Professional Services,1,V00000908210,AETHER ADVISORS LLC,AETHER ADVISORS,RFP,1100,CAK0021,12/09/2024,MA1100NA1800000692V00000908210
MA,1500,GA200000029,9,REPLACEMENT BROOMS AND ACCESSORIES FOR STREET SWEEPERS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,240000,170934.45,114274.95,02/18/2020,02/17/2024,10,Competitive Acquisition,,ADMIN,Commodities (Goods),2,V00000965030,KEYSTONE PLASTICS INC.,N/A,IFB,1500,JRH1031REBID,12/09/2024,MA1500GA2000000299V00000965030
MA,6100,PA230000026,1,2022 BUILDING COMMISSION (CX) SERVICES ROTATION LIST,,Capital Contracting Office,unknown,unknown,10000000,732664.38,68139.69,02/16/2023,12/31/2025,10,Competitive Acquisition,11/17/0022,14,Professional Services,8,VS0000015711,SEBESTA INC.,NV5,RFQS,6100,CLMP337,12/09/2024,MA6100PA2300000261VS0000015711
MA,1500,GA200000029,9,REPLACEMENT BROOMS AND ACCESSORIES FOR STREET SWEEPERS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,240000,170934.45,114274.95,02/18/2020,02/17/2024,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,UNI4899250,UNITED ROTARY BRUSH CORP,UNITED ROTARY BRUSH,IFB,1500,JRH1031REBID,12/09/2024,MA1500GA2000000299UNI4899250
MA,1500,NA210000075,2,RECYCLING PROCESSING SERVICES FOR NON-CURBSIDE COLLECTION,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,530000,27451.03,10050.16,02/02/2021,02/01/2024,10,Competitive Acquisition,01/29/0021,44,Non-Professional Services,1,VS0000007813,"BALCONES RECYCLING, INC.",N/A,IFB,1500,SLW1043,12/09/2024,MA1500NA2100000752VS0000007813
MA,1500,NA210000164,5,"EDUCATION, CLEANUP, AND BEAUTIFICATION SERVICES",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2521040,1777838.11,1296940.33,08/09/2021,08/08/2024,10,Competitive Acquisition,07/31/0021,82,Non-Professional Services,1,KEE2684250,KEEP AUSTIN BEAUTIFUL INC.,KEEP AUSTIN BEAUTIFUL,RFP,1500,CRR3008,12/09/2024,MA1500NA2100001645KEE2684250
MA,1500,NA210000164,5,"EDUCATION, CLEANUP, AND BEAUTIFICATION SERVICES",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2521040,1777838.11,1296940.33,08/09/2021,08/08/2024,10,Competitive Acquisition,07/31/0021,82,Non-Professional Services,3,TOW8314876,THE TRAIL CONSERVANCY,N/A,RFP,1500,CRR3008,12/09/2024,MA1500NA2100001645TOW8314876
MA,1500,NA220000050,2,INDUSTRIAL-GRADE ICE COOLERS RENTAL SERVICES & 10LB ICE BAGS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,330000,29256.85,19213.58,12/08/2021,12/08/2026,10,Competitive Acquisition,,N/A,Non-Professional Services,1,VS0000016159,ICEWORKS,N/A,IFB,1500,AMA1066,12/09/2024,MA1500NA2200000502VS0000016159
MA,1500,NA230000120,2,DESIGN AND DEVELOPMENT SECURE WEB-BASED DATABASE AND SURVEY,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,99960,99000,28602.5,04/13/2023,04/12/2024,10,Competitive Acquisition,03/11/0023,9,Non-Professional Services,1,V00000981436,MICHELLE MARSHALL,GEOSPATIAL CREATIVE LLC,RFP,1500,MNC3024,12/09/2024,MA1500NA2300001202V00000981436
MA,2200,GA180000032,10,FLOCCULATING POLYMER,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2479130,238991.85,236576.85,03/05/2018,03/04/2024,10,Competitive Acquisition,03/03/0018,10,Commodities (Goods),1,POL7108095,POLYDYNE INC,N/A,IFB,2200,GLB0066,12/09/2024,MA2200GA18000003210POL7108095
MA,2200,GA190000038,12,FLEXIBLE BASE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2230000,1533519.95,1452561.46,04/01/2019,03/31/2024,10,Competitive Acquisition,03/30/0019,24,Commodities (Goods),1,VC0000101878,COMMUNITY TRUCKING LLC,N/A,IFB,2200,EAD1001,12/09/2024,MA2200GA19000003812VC0000101878
MA,2200,GA190000043,10,FIRE HYDRANTS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,877150,590124.74,551864.09,05/01/2019,04/30/2024,10,Competitive Acquisition,04/27/0019,20,Commodities (Goods),1,VC0000100932,TECHLINE PIPE LP,TECHLINE PIPE,IFB,2200,GLB1014,12/09/2024,MA2200GA19000004310VC0000100932
MA,2200,GA190000059,11,QUICKLIME AND TEKKEM SLAKER QUICKLIME,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,20066000,14004259.28,12302757.26,09/23/2019,09/22/2024,10,Competitive Acquisition,09/21/0019,54,Commodities (Goods),1,AUS0505250,AUSTIN WHITE LIME CO,N/A,IFB,2200,GLB1019,12/09/2024,MA2200GA19000005911AUS0505250
MA,2200,GA190000059,11,QUICKLIME AND TEKKEM SLAKER QUICKLIME,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,20066000,14004259.28,12302757.26,09/23/2019,09/22/2024,10,Competitive Acquisition,09/21/0019,54,Commodities (Goods),2,VS0000003038,"LHOIST NORTH AMERICA OF TEXAS, LLC",LHOIST NORTH AMERICA OF TEXAS,IFB,2200,GLB1019,12/09/2024,MA2200GA19000005911VS0000003038
MA,2200,GA190000069,10,ANTHRACITE FILTER MATERIAL,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,360500,96698.77,96698.77,10/04/2019,10/03/2024,10,Competitive Acquisition,10/05/0019,22,Commodities (Goods),1,V00000945095,EQUERRY CORP,SNR TECHNOLOGIES,IFB,2200,GLB1024,12/09/2024,MA2200GA19000006910V00000945095
MA,2200,GA190000075,16,FILTER SAND AND FILTER SUPPORT GRAVEL,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,163824,47408.64,47408.64,09/10/2020,09/09/2024,10,Competitive Acquisition,,ADMIN,Commodities (Goods),2,V00000945095,EQUERRY CORP,SNR TECHNOLOGIES,IFB,2200,OXV1025,12/09/2024,MA2200GA19000007516V00000945095
MA,2200,GA190000075,16,FILTER SAND AND FILTER SUPPORT GRAVEL,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,163824,47408.64,47408.64,09/10/2020,09/09/2024,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,VS0000021054,SNR TECHNOLOGIES,N/A,IFB,2200,OXV1025,12/09/2024,MA2200GA19000007516VS0000021054
MA,2200,GA210000027,3,LIQUID FERROUS CHLORIDE AND FERRIC CHLORIDE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,831055,441886.6,379100.22,03/10/2021,03/09/2024,10,Competitive Acquisition,03/06/0021,53,Commodities (Goods),1,PEN3630250,PENCCO INC,N/A,IFB,2200,BYO1015,12/09/2024,MA2200GA2100000273PEN3630250
MA,2200,GA210000066,4,BOUNDARY VEGETATION TREATMENT FOR WILDFIRE MITIGATION,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,3902000,1108109.28,1019616.94,12/03/2021,12/02/2026,10,Competitive Acquisition,11/20/0021,18,Commodities (Goods),1,V00000917830,EARTHCO LANDSCAPE CONSTRUCTION LLC,"ELC SUPPLY, EARTHCO LC, EARTHCO LANDSCAPE, EARTHCO LC GROUP",IFB,2200,APC1012 REBID,12/09/2024,MA2200GA2100000664V00000917830
MA,2200,GA210000066,4,BOUNDARY VEGETATION TREATMENT FOR WILDFIRE MITIGATION,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,3902000,1108109.28,1019616.94,12/03/2021,12/02/2026,10,Competitive Acquisition,11/20/0021,18,Commodities (Goods),2,VS0000004060,"UNITY CONTRACTOR SERVICES, INC",N/A,IFB,2200,APC1012 REBID,12/09/2024,MA2200GA2100000664VS0000004060
MA,2200,GA220000031,2,LIQUID SODIUM PERMANGANATE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,3287600,0,0,03/30/2022,03/29/2027,10,Competitive Acquisition,03/26/0022,25,Commodities (Goods),1,V00000912379,"CHEMRITE, INC.",N/A,IFB,2200,WJT1010,12/09/2024,MA2200GA2200000312V00000912379
MA,2200,GA230000007,2,BULK LIQUID ALUMINUM,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,160000,89820.41,43572.71,12/20/2022,12/19/2027,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,CHA8318844,CHAMELEON INDUSTRIES INC,N/A,IFB,2200,JCH1001,12/09/2024,MA2200GA2300000072CHA8318844
MA,2200,GA230000007,2,BULK LIQUID ALUMINUM,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,160000,89820.41,43572.71,12/20/2022,12/19/2027,10,Competitive Acquisition,,ADMIN,Commodities (Goods),2,GEN7159710,CHEMTRADE CHEMICALS CORPORATION,CHEMTRADE CHEMICALS US LLC,IFB,2200,JCH1001,12/09/2024,MA2200GA2300000072GEN7159710
MA,2200,GA230000023,1,LIQUID AMMONIUM SULFATE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1200000,170905,98625,04/03/2023,04/02/2028,10,Competitive Acquisition,03/25/0023,9,Commodities (Goods),1,GEN7159710,CHEMTRADE CHEMICALS CORPORATION,CHEMTRADE CHEMICALS US LLC,IFB,2200,WJT1022,12/09/2024,MA2200GA2300000231GEN7159710
MA,6100,CA230000001,1,2023 IDIQ CHILLED WATER CONSTRUCTION IN THE ROW,,Capital Contracting Office,unknown,unknown,10000000,3306107.93,411489.36,02/24/2023,02/23/2025,10,Competitive Acquisition,02/25/0023,16,Construction,1,DEN8303211,DENUCCI CONSTRUCTORS L L C,N/A,IFB,6100,CLMC947,12/09/2024,MA6100CA2300000011DEN8303211
MA,2200,GA230000028,2,"SHOWERHEADS, AERATORS AND SOIL MOISTURE SENSORS",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,140000,14867.26,14867.26,01/30/2023,01/29/2028,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,NEW8318759,NEW RESOURCES GROUP INC,N/A,IFB,2200,SLW1076,12/09/2024,MA2200GA2300000282NEW8318759
MA,2200,GA230000051,1,LIQUID PHOSPHATE,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,4640000,1081074.61,742449.18,06/01/2023,05/31/2028,10,Competitive Acquisition,06/03/0023,23,Commodities (Goods),1,V00000968540,CONDY HOLDINGS LLC,CARUS LLC,IFB,2200,AMA1086,12/09/2024,MA2200GA2300000511V00000968540
MA,2200,GA230000055,1,CALCIUM HYPOCHLORITE GRANULES AND TABLETS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,120000,1680.5,0,05/23/2023,05/22/2028,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,LES7130055,LESLIE'S POOLMART INC,LESLIE'S SWIMMING POOL SUPPLIES.,IFB,2200,AMA1089,12/09/2024,MA2200GA2300000551LES7130055
MA,2200,GA230000068,1,SULFATREAT 410CHP,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,480000,0,0,07/27/2023,07/26/2028,10,Competitive Acquisition,07/22/0023,68,Commodities (Goods),1,VS0000025429,CARBON ACTIVATED CORP,CARBON ACTIVATED CORPORATION,IFB,2200,WJT1026,12/09/2024,MA2200GA2300000681VS0000025429
MA,2200,GA240000015,1,AIR CUSHION SWING CHECK VALVES & REPAIR SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,4000000,0,0,11/30/2023,11/29/2028,10,Competitive Acquisition,12/02/0023,22,Commodities (Goods),1,INT8310771,INTEGRAL LOGISTICS CORP,N/A,IFB,2200,EAD1011,12/09/2024,MA2200GA2400000151INT8310771
MA,2200,NA190000175,9,FENCING (ROUGH TERRAIN) ON WQPL AND BCCP,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,9025000,5557972.18,5507659.15,09/23/2019,09/22/2024,10,Competitive Acquisition,09/21/0019,53,Non-Professional Services,2,HIL8312630,HILL COUNTRY FENCE INC,N/A,IFB,2200,GLB1013REBID,12/09/2024,MA2200NA1900001759HIL8312630
MA,2200,NA190000175,9,FENCING (ROUGH TERRAIN) ON WQPL AND BCCP,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,9025000,5557972.18,5507659.15,09/23/2019,09/22/2024,10,Competitive Acquisition,09/21/0019,53,Non-Professional Services,1,V00000926847,"HILL COUNTRY FENCE, INC.",N/A,IFB,2200,GLB1013REBID,12/09/2024,MA2200NA1900001759V00000926847
CT,6100,22061300635,4,ULLRICH WTP PROCESS DRAIN & SUPPORT SYSTEMS IMPROVEMENTS,,Contract and Land Management Department,unknown,unknown,14225870.55,14225870.55,4448519.64,02/28/2023,,10,Competitive Acquisition,06/11/0022,23,Construction,1,V00000956852,"PGC GENERAL CONTRACTORS, LLC",PEABODY GENERAL CONTRACTORS,IFB,6100,CLMC893,12/09/2024,CT6100220613006354V00000956852
MA,2200,NA220000198,2,LARGE DIAMETER METER EXCHANGE SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1600000,1014889.76,955963.76,09/16/2022,09/15/2026,10,Competitive Acquisition,09/03/0022,31,Non-Professional Services,1,V00000928693,"VANGUARD UTILITY SERVICE, INC.",VUS INC.,IFB,2200,WJT1015,12/09/2024,MA2200NA2200001982V00000928693
MA,2200,NA230000058,1,WATER LOSS PROGRAM,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,200000,125808.46,75808.46,03/13/2023,03/12/2024,10,Competitive Acquisition,03/11/0023,12,Non-Professional Services,1,BLA7158805,BLACK & VEATCH CORPORATION,N/A,RFP,2200,BJT3001,12/09/2024,MA2200NA2300000581BLA7158805
MA,2200,NA230000099,1,APPLIED STRUCTURAL DRYING SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,420000,65845.11,65845.11,02/21/2023,02/20/2028,10,Competitive Acquisition,01/28/0023,21,Non-Professional Services,1,V00000904469,TWENTY FOUR SEVEN RESOURCES LLC,SERVPRO OF HYDE PARK/CENTRAL AUSTIN,IFB,2200,WJT1020,12/09/2024,MA2200NA2300000991V00000904469
MA,2200,NA230000179,1,"SILOXANE REMOVAL AND REPLACEMENT MEDIA,",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,368000,0,0,08/04/2023,08/03/2028,10,Competitive Acquisition,07/22/0023,63,Non-Professional Services,1,PRO8317788,"KARBONOUS, INC.",KARBONOUS,IFB,2200,AMA1083,12/09/2024,MA2200NA2300001791PRO8317788
MA,2200,NA240000023,1,LAB EQUIPMENT MAINTENANCE AND REPAIR,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,120000,0,0,11/30/2023,11/29/2028,10,Competitive Acquisition,,,Non-Professional Services,1,FUL8316596,"FULL SPECTRUM GROUP, LLC",FULL SPECTRUM ANALYTICS,IFB,2200,MHR1001,12/09/2024,MA2200NA2400000231FUL8316596
